,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
508,6,0.01,0.38,0.24,0.68,0.4,0.08,0.36,0.55,0.35,0.33,0.02,1.0,0.42,0.68,0.05,0.58,0.37,0.08,0.5,0.43,0.43,0.44,0.34,0.39,0.4,0.31,0.38,0.01,0.12,0.2,0.24,0.42,0.22,0.7,0.25,0.37,0.23,0.55,0.4,0.49,0.5,0.47,0.44,0.75,0.8,0.9,0.6,0.37,0.48,0.01,0.27,0.01,0.31,0.42,0.56,0.55,0.23,0.27,0.33,0.29,0.74,0.14,0.16,0.14,0.34,0.46,0.29,0.35,0.12,0.75,0.0,0.03,0.56,0.31,0.06,0.31,0.56,0.03,0.15,0.43,0.42,0.42,0.57,0.53,0.55,0.52,0.42,0.63,0.64,0.03,0.0,0.31,0.44,0.38,0.46,0.25,0.01,0.19,0.13,0.0,0.09,34
509,3,0.03,0.56,0.45,0.49,0.05,0.65,0.43,0.57,0.38,0.33,0.04,1.0,0.15,0.5,0.43,0.22,0.35,0.54,0.32,0.13,0.16,0.21,0.15,0.1,0.19,0.17,0.2,0.07,0.8,0.79,0.79,0.12,0.45,0.46,0.06,0.17,0.47,0.15,0.72,0.53,0.73,0.74,0.6,0.22,0.21,0.15,0.11,0.28,0.29,0.07,1.0,0.04,0.38,0.66,0.72,0.82,0.53,0.8,0.79,0.84,0.32,0.85,0.57,0.52,0.59,0.41,0.71,0.14,0.84,0.87,0.0,0.08,0.42,0.23,0.24,0.16,0.71,1.0,0.07,0.13,0.12,0.13,0.19,0.25,0.28,0.27,0.72,0.51,0.36,0.02,0.01,0.59,0.29,0.23,0.56,0.4,0.03,0.19,0.14,0.0,1.0,12
510,7,0.0,0.49,0.47,0.49,0.07,0.2,0.51,0.49,0.37,0.56,0.0,0.0,0.1,0.36,0.56,0.32,0.68,0.5,0.3,0.13,0.14,0.2,0.14,0.13,0.28,0.15,0.17,0.03,0.71,0.67,0.69,0.2,0.58,0.28,0.62,0.53,0.78,0.32,0.59,0.39,0.58,0.61,0.53,0.41,0.42,0.44,0.4,0.34,0.42,0.01,0.37,0.01,0.73,0.88,0.89,0.83,0.36,0.38,0.35,0.3,0.8,0.26,0.37,0.34,0.46,0.4,0.56,0.44,0.33,0.57,0.0,0.02,0.67,0.49,0.26,0.66,0.56,0.99,0.81,0.04,0.04,0.06,0.07,0.13,0.14,0.13,0.38,0.51,0.54,0.0,0.0,0.21,0.82,0.46,0.66,0.79,0.03,0.08,0.0,0.0,0.25,48
511,2,0.0,1.0,0.24,0.73,0.16,0.1,0.76,0.81,0.72,0.03,0.0,0.0,0.59,0.93,0.59,0.66,0.06,0.06,0.13,0.49,0.44,0.47,0.28,0.17,0.25,0.26,0.28,0.0,0.09,0.02,0.02,0.69,0.03,0.95,0.49,0.7,0.14,1.0,0.24,0.68,0.09,0.16,0.69,0.95,0.97,0.92,0.91,0.43,0.39,0.0,0.05,0.0,0.38,0.43,0.43,0.46,0.12,0.12,0.11,0.11,0.83,0.01,0.21,0.26,0.81,0.66,0.92,0.26,0.15,0.29,0.5,0.01,0.81,0.34,0.05,0.52,0.48,0.04,0.31,0.83,0.86,0.84,0.52,0.55,0.67,0.51,0.25,0.42,0.22,0.0,0.0,0.13,0.17,0.13,0.0,0.0,0.07,0.04,0.75,0.0,0.0,25
512,4,0.0,0.41,0.01,0.86,0.52,0.06,0.24,0.3,0.17,0.64,0.02,1.0,0.67,0.52,0.37,0.83,0.65,0.07,0.69,0.66,0.62,0.61,0.67,0.0,0.41,0.49,0.93,0.0,0.05,0.18,0.22,0.64,0.13,0.58,0.27,0.6,0.16,0.7,0.14,0.34,0.2,0.18,0.45,0.91,0.93,0.97,0.81,0.36,0.47,0.0,0.02,0.01,0.33,0.29,0.35,0.35,0.39,0.3,0.33,0.3,0.68,0.17,0.17,0.17,0.45,0.53,0.22,0.76,0.08,0.37,0.5,0.0,0.96,0.69,0.19,0.24,0.19,0.0,0.71,0.65,0.59,0.52,0.68,0.72,0.84,0.71,0.59,0.59,1.0,0.0,0.0,0.5,0.38,0.88,0.79,0.7,0.0,0.47,0.9,0.0,0.03,34
513,1,0.0,0.33,0.02,0.91,0.16,0.09,0.55,0.63,0.53,0.31,0.02,1.0,0.29,0.64,0.6,0.57,0.3,0.15,0.41,0.32,0.34,0.34,0.27,0.15,0.15,0.3,0.35,0.01,0.3,0.11,0.18,0.54,0.3,0.56,0.33,0.53,0.31,0.58,0.6,0.73,0.66,0.64,0.28,0.58,0.6,0.75,0.59,0.65,0.67,0.0,0.07,0.0,0.79,0.77,0.69,0.61,0.29,0.25,0.2,0.17,0.88,0.03,0.08,0.08,0.24,0.3,0.23,0.49,0.09,0.61,0.0,0.02,0.7,0.47,0.1,0.34,0.65,0.19,0.18,0.22,0.2,0.21,0.32,0.31,0.33,0.28,0.55,0.59,0.39,0.0,0.0,0.15,0.34,0.31,0.36,0.44,0.02,0.15,0.16,0.0,0.12,8
514,4,0.0,0.37,0.09,0.92,0.02,0.01,0.38,0.42,0.27,0.65,0.0,0.0,0.09,0.2,0.55,0.33,0.75,0.65,0.46,0.14,0.17,0.16,0.2,0.14,0.12,0.17,0.06,0.02,0.59,1.0,0.77,0.23,0.35,0.15,0.33,0.51,0.39,0.37,0.54,0.4,0.58,0.59,0.33,0.46,0.48,0.51,0.6,0.19,0.35,0.0,0.16,0.0,0.0,0.17,0.17,0.43,0.0,0.0,0.0,0.01,0.99,0.02,0.12,0.11,0.28,0.29,0.31,0.47,0.06,0.58,0.0,0.02,0.67,0.48,0.04,0.58,0.42,0.62,0.39,0.04,0.04,0.06,0.06,0.09,0.08,0.07,0.44,0.13,0.28,0.0,0.0,0.01,0.84,0.58,0.8,0.83,0.03,0.09,0.06,0.0,0.23,21
515,2,0.01,0.48,0.46,0.53,0.02,0.17,0.45,0.46,0.29,0.51,0.0,0.0,0.16,0.4,0.42,0.28,0.58,0.45,0.32,0.19,0.17,0.22,0.15,0.04,0.32,0.16,0.18,0.03,0.58,0.42,0.5,0.21,0.43,0.38,0.19,0.4,0.44,0.32,0.52,0.28,0.57,0.58,0.54,0.49,0.49,0.48,0.46,0.51,0.61,0.01,0.26,0.0,0.39,0.43,0.53,0.61,0.1,0.09,0.1,0.11,0.86,0.11,0.34,0.32,0.49,0.43,0.59,0.52,0.25,0.53,0.5,0.06,0.41,0.56,0.14,0.65,0.63,0.73,0.72,0.05,0.05,0.05,0.16,0.2,0.22,0.22,0.55,0.3,0.61,0.0,0.0,0.1,0.85,0.49,0.65,0.86,0.05,0.09,0.01,0.0,0.48,48
516,10,0.05,0.42,1.0,0.0,0.04,0.02,0.36,0.49,0.34,0.49,0.06,1.0,0.16,0.45,0.18,0.19,0.6,0.6,0.76,0.2,0.18,0.33,0.23,0.12,0.29,0.21,0.29,0.07,0.54,0.6,0.67,0.2,0.55,0.33,0.34,0.58,0.61,0.23,0.79,0.66,0.73,0.79,0.47,0.06,0.03,0.1,0.24,0.58,0.66,0.09,1.0,0.0,0.29,0.36,0.3,0.31,0.04,0.04,0.03,0.03,0.94,0.04,0.34,0.28,0.38,0.39,0.41,0.38,0.2,0.58,0.0,0.08,0.63,0.39,0.83,0.59,0.48,0.85,0.36,0.08,0.08,0.08,0.1,0.17,0.2,0.21,0.57,0.46,0.36,0.01,0.02,0.05,0.77,0.57,0.65,0.74,0.06,0.14,0.2,0.0,0.55,51
517,10,0.0,0.51,0.0,0.99,0.01,0.04,0.5,0.48,0.32,0.36,0.0,0.0,0.21,0.52,0.24,0.3,0.51,0.35,0.39,0.24,0.23,0.22,0.0,0.56,0.12,0.29,0.39,0.01,0.39,0.38,0.58,0.07,0.4,0.35,0.35,0.33,0.45,0.26,0.63,0.23,0.62,0.65,0.51,0.67,0.66,0.66,0.79,0.35,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.23,0.24,0.54,0.5,0.59,0.68,0.21,0.47,0.5,0.02,0.65,0.7,0.33,0.82,0.63,0.48,0.29,0.05,0.04,0.04,0.12,0.14,0.12,0.17,0.59,0.09,0.39,0.0,0.0,0.01,0.75,0.64,0.74,0.88,0.03,0.09,0.0,0.0,0.11,48
518,8,0.01,0.78,0.01,0.93,0.03,0.03,0.84,0.79,0.69,0.25,0.0,0.0,0.19,0.65,1.0,0.46,0.39,0.17,0.47,0.22,0.13,0.12,0.05,0.07,0.19,0.25,0.26,0.02,0.46,0.1,0.17,0.43,0.35,0.5,0.17,0.52,0.34,0.35,0.23,0.51,0.22,0.23,0.81,0.81,0.83,0.84,0.75,0.33,0.43,0.0,0.09,0.0,0.2,0.32,0.26,0.24,0.01,0.01,0.01,0.01,0.91,0.0,0.85,0.84,0.77,0.81,0.66,0.58,0.27,0.39,0.5,0.01,0.74,0.56,0.08,0.34,0.69,0.35,0.0,0.14,0.13,0.12,0.16,0.18,0.19,0.18,0.59,0.39,0.32,0.0,0.0,0.01,0.75,0.49,0.37,0.55,0.03,0.1,0.01,0.0,0.04,49
519,10,0.43,0.62,1.0,0.0,0.07,0.48,0.54,0.62,0.42,0.28,0.44,1.0,0.17,0.39,0.1,0.14,0.43,1.0,0.27,0.18,0.14,0.2,0.23,0.14,0.27,0.22,0.28,0.64,0.7,0.76,0.87,0.12,1.0,0.28,0.47,0.38,0.79,0.16,0.64,0.84,0.68,0.69,0.78,0.0,0.0,0.05,0.0,0.36,0.29,0.97,1.0,0.34,0.4,0.51,0.56,0.62,0.52,0.58,0.58,0.59,0.36,0.71,0.75,0.64,0.63,0.86,0.6,0.02,0.63,0.79,0.0,0.58,0.56,0.02,0.84,0.54,0.21,0.9,1.0,0.22,0.25,0.27,0.23,0.32,0.38,0.31,0.52,0.65,0.71,1.0,1.0,0.55,0.49,0.63,0.83,0.74,0.07,0.97,1.0,0.0,1.0,34
520,1,0.02,0.46,0.01,0.96,0.08,0.06,0.4,0.48,0.27,0.21,0.03,1.0,0.51,0.82,0.25,0.62,0.25,0.04,0.3,0.51,0.46,0.44,0.24,0.16,0.74,0.42,0.52,0.01,0.08,0.16,0.2,0.4,0.15,0.7,0.58,0.42,0.37,0.47,0.38,0.35,0.34,0.37,0.54,0.85,0.87,0.9,0.66,0.37,0.33,0.0,0.03,0.01,0.1,0.11,0.11,0.16,0.04,0.04,0.03,0.05,0.84,0.12,0.17,0.17,0.5,0.64,0.22,0.69,0.06,0.51,0.5,0.01,0.87,0.6,0.08,0.18,0.79,0.06,0.05,0.23,0.23,0.24,0.43,0.37,0.36,0.37,0.21,0.29,0.18,0.0,0.0,0.16,0.56,0.38,0.68,0.48,0.04,0.13,0.12,0.0,0.01,18
521,10,0.09,0.45,1.0,0.08,0.11,0.14,0.36,0.46,0.29,0.47,0.11,1.0,0.38,0.56,0.09,0.37,0.51,0.46,0.46,0.4,0.37,0.46,0.36,0.28,0.35,0.35,0.42,0.07,0.3,0.4,0.51,0.32,0.47,0.48,0.25,0.62,0.33,0.43,0.49,0.6,0.56,0.56,0.58,0.29,0.27,0.41,0.27,0.5,0.57,0.11,0.78,0.1,0.32,0.42,0.49,0.54,0.49,0.56,0.59,0.6,0.66,0.27,0.46,0.39,0.48,0.63,0.43,0.23,0.4,0.75,0.0,0.05,0.86,0.2,0.41,0.52,0.0,0.3,0.31,0.55,0.6,0.62,0.39,0.44,0.54,0.42,0.38,0.6,0.9,0.07,0.0,0.65,0.58,0.78,0.8,0.81,0.01,1.0,1.0,0.0,0.6,36
522,9,0.0,0.57,0.5,0.59,0.03,0.01,1.0,0.88,0.99,0.47,0.0,0.0,0.09,0.37,0.49,0.36,0.57,0.48,0.52,0.17,0.13,0.17,0.14,0.01,0.18,0.0,0.25,0.02,0.75,0.44,0.48,0.48,0.34,0.32,0.19,1.0,0.34,0.52,0.27,0.8,0.35,0.33,0.34,0.41,0.4,0.34,0.37,0.55,0.6,0.01,0.48,0.0,0.26,0.74,0.76,0.69,0.03,0.08,0.08,0.06,0.95,0.04,0.15,0.13,0.29,0.32,0.29,0.45,0.12,0.54,0.5,0.01,0.69,0.44,0.13,0.58,0.58,0.81,0.36,0.07,0.07,0.08,0.05,0.1,0.11,0.1,0.58,0.31,0.37,0.01,0.0,0.05,0.74,0.36,0.34,0.62,0.02,0.12,0.03,0.0,0.02,5
523,7,0.06,0.47,0.96,0.23,0.04,0.02,0.46,0.49,0.31,0.46,0.08,1.0,0.11,0.38,0.12,0.28,0.52,0.71,0.51,0.14,0.2,0.36,0.14,0.09,0.66,0.6,0.39,0.12,0.77,0.48,0.55,0.28,0.77,0.27,0.12,0.76,0.29,0.46,0.61,0.48,0.69,0.69,0.58,0.25,0.19,0.26,0.29,0.51,0.54,0.09,0.74,0.0,0.35,0.36,0.37,0.42,0.03,0.03,0.02,0.02,0.92,0.03,0.42,0.37,0.47,0.45,0.52,0.44,0.25,0.53,0.5,0.12,0.55,0.47,1.0,0.64,0.48,0.65,0.37,0.07,0.08,0.11,0.07,0.14,0.19,0.17,0.74,0.33,0.54,0.03,0.0,0.03,0.83,0.56,0.78,0.75,0.07,0.17,0.17,0.5,1.0,22
524,10,0.12,0.35,0.04,0.66,0.14,0.58,0.32,0.54,0.38,0.49,0.14,1.0,0.36,0.48,0.42,0.57,0.49,0.28,0.44,0.4,0.47,0.55,0.3,0.22,0.35,0.24,0.3,0.1,0.33,0.35,0.35,0.53,0.26,0.58,0.24,0.53,0.22,0.5,0.59,0.68,0.68,0.66,0.43,0.52,0.5,0.66,0.5,0.54,0.53,0.05,0.3,0.13,0.52,0.57,0.6,0.62,0.82,0.79,0.76,0.72,0.48,0.58,0.51,0.36,0.35,0.37,0.39,0.26,0.49,0.76,0.0,0.1,0.81,0.27,0.04,0.19,0.42,0.15,0.47,0.9,0.96,1.0,0.66,0.67,0.87,0.65,0.81,0.87,0.14,0.18,0.11,0.67,0.39,0.37,0.57,0.59,0.05,0.38,0.22,0.37,0.32,6
525,5,0.11,0.52,0.02,0.6,0.2,0.72,0.42,0.51,0.35,0.44,0.12,1.0,0.43,0.59,0.19,0.46,0.45,0.3,0.52,0.45,0.44,0.49,0.4,0.24,0.4,0.33,0.42,0.05,0.19,0.26,0.34,0.33,0.27,0.51,0.47,0.41,0.4,0.44,0.46,0.49,0.56,0.54,0.54,0.59,0.55,0.67,0.54,0.43,0.39,0.04,0.28,0.08,0.34,0.42,0.44,0.51,0.38,0.41,0.4,0.42,0.51,0.38,0.4,0.37,0.53,0.52,0.54,0.47,0.46,0.59,0.0,0.06,0.87,0.48,0.15,0.26,0.35,0.15,0.2,0.55,0.56,0.6,0.58,0.56,0.64,0.55,0.61,0.63,0.14,0.04,0.0,0.47,0.57,0.53,0.83,0.8,0.03,0.52,0.13,0.0,0.19,6
526,5,0.02,0.56,0.42,0.23,1.0,0.5,0.4,0.53,0.32,0.32,0.04,1.0,0.23,0.45,0.0,0.24,0.39,1.0,0.37,0.22,0.18,0.2,0.27,0.14,0.22,0.26,0.28,0.04,0.5,0.48,0.6,0.17,0.69,0.37,0.34,0.33,0.51,0.15,0.77,0.55,0.84,0.84,0.73,0.3,0.37,0.29,0.24,0.46,0.34,0.03,0.6,0.04,0.52,0.57,0.68,0.75,0.96,0.93,1.0,1.0,0.31,0.69,0.71,0.6,0.59,0.59,0.61,0.32,0.84,0.82,0.0,0.04,0.7,0.34,0.29,0.21,0.5,0.37,0.37,0.28,0.27,0.26,0.47,0.46,0.51,0.46,0.88,0.65,0.24,0.01,0.11,0.79,0.45,0.32,0.47,0.69,0.01,0.81,0.63,0.0,1.0,6
527,10,0.0,0.64,0.02,0.89,0.38,0.04,0.39,0.39,0.29,0.46,0.02,1.0,0.81,0.74,0.2,0.87,0.51,0.11,0.62,0.74,0.6,0.59,0.61,0.64,0.41,1.0,0.63,0.0,0.02,0.21,0.25,0.56,0.13,0.63,0.41,0.4,0.18,0.61,0.13,0.42,0.13,0.13,0.62,0.92,0.94,0.94,0.91,0.13,0.29,0.0,0.01,0.01,0.13,0.21,0.26,0.31,0.11,0.15,0.17,0.19,0.73,0.1,0.24,0.28,0.7,0.68,0.56,0.93,0.03,0.09,0.5,0.0,0.94,0.92,0.58,0.88,0.42,0.03,0.0,0.64,0.63,0.61,0.77,0.86,1.0,0.98,0.16,0.39,0.35,0.0,0.0,0.34,0.69,0.88,0.76,0.82,0.03,0.09,0.06,0.0,0.04,34
528,10,0.04,0.28,0.07,0.84,0.27,0.07,0.37,0.67,0.42,0.18,0.06,1.0,0.34,0.78,0.04,0.44,0.2,0.26,0.35,0.35,0.37,0.37,0.32,0.2,0.34,0.47,0.52,0.03,0.22,0.12,0.21,0.33,0.23,0.77,0.7,0.17,0.42,0.39,0.85,0.53,0.84,0.87,0.37,0.45,0.51,0.56,0.5,0.45,0.54,0.02,0.24,0.01,0.27,0.28,0.34,0.43,0.09,0.09,0.09,0.11,0.9,0.07,0.17,0.13,0.31,0.4,0.31,0.2,0.21,0.77,0.0,0.06,0.72,0.19,0.06,0.04,0.81,0.19,0.22,0.24,0.24,0.24,0.43,0.41,0.45,0.4,0.32,0.37,0.24,0.0,0.16,0.14,0.42,0.2,0.44,0.33,0.05,0.17,0.26,0.0,0.22,53
529,9,0.02,0.56,0.06,0.87,0.33,0.06,0.44,0.44,0.27,0.17,0.03,0.79,0.87,0.83,0.24,0.8,0.26,0.08,0.31,0.88,0.74,0.73,0.56,0.1,0.6,0.39,0.61,0.0,0.05,0.1,0.12,0.79,0.16,0.72,0.45,0.48,0.14,0.81,0.23,0.36,0.25,0.25,0.61,0.91,0.93,0.94,0.84,0.29,0.43,0.0,0.05,0.01,0.31,0.31,0.42,0.44,0.2,0.18,0.22,0.21,0.8,0.08,0.2,0.21,0.62,0.77,0.21,0.77,0.06,0.3,0.5,0.01,0.85,0.66,0.05,0.32,0.67,0.03,0.13,0.66,0.69,0.73,0.78,0.67,0.68,0.64,0.37,0.62,0.39,0.0,0.0,0.27,0.51,0.61,0.65,0.57,0.06,0.08,0.11,0.0,0.02,34
530,2,0.01,0.45,0.16,0.83,0.06,0.08,0.72,0.66,0.64,0.53,0.0,0.0,0.2,0.42,0.13,0.5,0.69,0.39,0.7,0.25,0.2,0.21,0.17,0.06,0.15,0.21,0.26,0.02,0.48,0.33,0.42,0.27,0.43,0.33,0.29,0.84,0.4,0.4,0.36,0.75,0.42,0.41,0.42,0.43,0.49,0.53,0.49,0.58,0.67,0.01,0.37,0.0,0.27,0.43,0.43,0.43,0.04,0.06,0.06,0.05,0.86,0.07,0.18,0.15,0.33,0.44,0.25,0.49,0.07,0.51,0.5,0.02,0.75,0.44,0.16,0.56,0.0,0.48,0.11,0.1,0.1,0.09,0.25,0.26,0.27,0.24,0.73,0.44,0.67,0.0,0.0,0.07,0.79,0.54,0.53,0.67,0.01,0.28,0.03,0.0,0.28,36
531,2,0.01,0.68,0.36,0.68,0.09,0.05,0.81,0.82,0.79,0.33,0.02,1.0,0.37,0.58,0.0,0.37,0.47,0.36,0.62,0.38,0.26,0.28,0.21,0.65,0.18,0.3,0.31,0.02,0.37,0.29,0.41,0.34,0.53,0.45,0.35,0.56,0.37,0.42,0.35,0.76,0.35,0.36,0.54,0.52,0.49,0.67,0.4,0.36,0.48,0.01,0.5,0.0,0.25,0.52,0.47,0.43,0.07,0.13,0.1,0.09,0.89,0.06,0.33,0.32,0.53,0.6,0.43,0.54,0.13,0.44,0.5,0.02,0.69,0.5,0.18,0.27,0.48,0.21,0.22,0.23,0.21,0.21,0.28,0.37,0.38,0.35,0.49,0.47,0.51,0.0,0.0,0.11,0.57,0.44,0.4,0.67,0.02,0.14,0.14,0.0,0.17,34
532,1,0.06,0.43,0.08,0.9,0.11,0.18,0.35,0.48,0.27,0.28,0.07,1.0,0.42,0.77,0.13,0.43,0.31,0.13,0.26,0.41,0.4,0.4,0.18,0.35,0.28,0.32,0.48,0.03,0.19,0.15,0.32,0.32,0.26,0.69,0.18,0.32,0.24,0.43,0.63,0.36,0.65,0.66,0.44,0.66,0.67,0.75,0.6,0.49,0.59,0.01,0.17,0.03,0.42,0.42,0.48,0.54,0.32,0.28,0.29,0.3,0.74,0.13,0.16,0.15,0.47,0.47,0.43,0.71,0.2,0.56,0.0,0.1,0.59,0.7,0.22,0.33,0.83,0.18,0.23,0.22,0.24,0.28,0.44,0.46,0.51,0.48,0.49,0.68,0.17,0.0,0.0,0.32,0.25,0.28,0.51,0.53,0.09,0.12,0.03,0.0,0.22,12
533,10,0.03,0.76,0.09,0.39,0.15,1.0,0.56,0.55,0.34,0.23,0.0,0.0,0.22,0.53,0.48,0.19,0.38,0.83,0.33,0.22,0.16,0.23,0.2,0.15,0.25,0.18,0.23,0.06,0.62,0.8,0.72,0.2,0.98,0.3,0.12,0.51,0.36,0.4,0.43,0.43,0.56,0.52,0.88,0.56,0.55,0.51,0.62,0.18,0.14,0.03,0.36,0.06,0.32,0.36,0.39,0.41,0.66,0.65,0.63,0.62,0.0,0.96,0.72,0.7,0.8,0.81,0.77,0.4,0.99,0.62,0.0,0.03,0.8,0.41,0.2,0.34,0.67,0.33,0.22,0.17,0.16,0.15,0.24,0.28,0.32,0.3,0.77,0.46,0.26,0.03,0.0,0.87,0.48,0.48,0.65,0.67,0.02,0.42,0.03,0.0,0.29,6
534,9,0.0,0.52,0.36,0.6,0.17,0.21,0.36,0.51,0.31,0.42,0.02,1.0,0.47,0.64,0.32,0.48,0.53,0.25,0.51,0.46,0.35,0.39,0.28,0.06,0.47,0.28,0.31,0.01,0.2,0.36,0.45,0.34,0.41,0.58,0.26,0.48,0.44,0.44,0.43,0.54,0.51,0.49,0.6,0.57,0.51,0.85,0.48,0.64,0.46,0.02,0.68,0.01,0.59,0.57,0.71,0.74,0.3,0.25,0.29,0.28,0.74,0.25,0.46,0.43,0.56,0.56,0.56,0.5,0.27,0.49,0.5,0.01,0.8,0.5,0.25,0.49,0.35,0.26,0.34,0.34,0.33,0.31,0.49,0.57,0.65,0.58,0.67,0.67,0.64,0.0,0.0,0.21,0.63,0.64,0.67,0.6,0.0,0.45,0.28,0.0,0.28,34
535,5,0.01,0.36,0.15,0.83,0.16,0.03,0.23,0.57,0.21,0.06,0.02,0.99,0.52,0.95,0.41,0.66,0.06,0.07,0.23,0.56,0.5,0.52,0.25,0.29,0.35,0.83,0.66,0.0,0.1,0.08,0.1,0.8,0.12,0.83,0.77,0.31,0.11,0.93,0.45,0.29,0.41,0.43,0.4,0.82,0.85,0.91,0.64,0.37,0.36,0.0,0.16,0.0,0.36,0.39,0.45,0.47,0.11,0.11,0.11,0.11,0.89,0.06,0.07,0.08,0.39,0.48,0.29,0.57,0.08,0.43,0.5,0.03,0.6,0.53,0.06,0.21,0.98,0.15,0.1,0.22,0.21,0.23,0.39,0.36,0.39,0.36,0.0,0.37,0.24,0.0,0.0,0.13,0.37,0.05,0.14,0.0,0.06,0.06,0.01,0.0,0.08,1
536,3,0.1,0.53,0.06,0.85,0.38,0.03,0.36,0.36,0.24,0.45,0.11,1.0,0.7,0.68,0.2,0.78,0.48,0.1,0.51,0.69,0.66,0.67,0.5,0.24,0.43,0.36,0.77,0.02,0.05,0.13,0.19,0.67,0.14,0.56,0.26,0.58,0.11,0.76,0.21,0.35,0.25,0.24,0.51,0.87,0.88,0.93,0.75,0.36,0.43,0.01,0.05,0.04,0.17,0.21,0.28,0.32,0.11,0.12,0.15,0.16,0.78,0.09,0.2,0.22,0.55,0.59,0.24,0.88,0.04,0.25,0.5,0.07,0.82,0.84,0.11,0.69,0.56,0.01,0.06,0.38,0.37,0.38,0.57,0.59,0.71,0.54,0.47,0.43,0.53,0.0,0.0,0.28,0.29,0.78,0.7,0.64,0.07,0.24,0.39,0.26,0.09,34
537,7,0.04,0.38,0.06,0.82,0.35,0.15,0.32,0.42,0.24,0.27,0.05,1.0,0.57,0.72,0.1,0.59,0.26,0.23,0.43,0.58,0.51,0.52,0.24,0.28,0.38,0.48,0.53,0.02,0.14,0.1,0.18,0.47,0.21,0.64,0.22,0.42,0.21,0.6,0.73,0.42,0.77,0.78,0.37,0.61,0.61,0.74,0.54,0.57,0.61,0.01,0.19,0.02,0.35,0.42,0.43,0.5,0.23,0.24,0.22,0.24,0.78,0.1,0.14,0.13,0.37,0.41,0.29,0.63,0.12,0.45,0.5,0.02,0.88,0.6,0.12,0.24,0.69,0.07,0.22,0.5,0.53,0.54,0.56,0.58,0.68,0.6,0.56,0.77,0.24,0.03,0.05,0.27,0.58,0.41,0.64,0.74,0.03,0.24,0.34,0.0,0.14,6
538,1,0.01,0.41,0.03,0.86,0.43,0.09,0.26,0.38,0.23,0.58,0.03,1.0,0.54,0.64,0.18,0.73,0.58,0.09,0.5,0.58,0.5,0.49,0.48,0.0,0.36,0.45,0.53,0.0,0.04,0.24,0.31,0.41,0.34,0.54,0.32,0.42,0.21,0.52,0.24,0.42,0.25,0.26,0.49,0.83,0.84,0.92,0.69,0.35,0.4,0.0,0.07,0.02,0.19,0.24,0.38,0.46,0.21,0.23,0.33,0.36,0.68,0.15,0.24,0.22,0.44,0.63,0.14,0.67,0.08,0.5,0.5,0.01,0.91,0.55,0.0,0.37,0.27,0.03,0.0,0.6,0.55,0.5,0.47,0.44,0.5,0.42,0.31,0.65,0.96,0.0,0.0,0.46,0.42,0.87,0.85,0.8,0.0,0.58,0.49,0.0,0.06,34
539,5,0.03,0.47,0.66,0.43,0.08,0.08,0.32,0.38,0.22,0.52,0.04,1.0,0.43,0.54,0.17,0.5,0.59,0.29,0.7,0.47,0.38,0.43,0.35,0.31,0.31,0.22,0.36,0.02,0.19,0.26,0.37,0.32,0.35,0.51,0.25,0.54,0.37,0.45,0.49,0.49,0.51,0.52,0.53,0.55,0.47,0.69,0.55,0.68,0.66,0.02,0.39,0.01,0.22,0.24,0.29,0.34,0.09,0.09,0.09,0.1,0.85,0.08,0.37,0.33,0.46,0.54,0.29,0.68,0.16,0.47,0.5,0.07,0.5,0.62,0.2,0.6,0.33,0.18,0.18,0.34,0.33,0.3,0.42,0.45,0.54,0.44,0.56,0.63,0.81,0.03,0.0,0.17,0.63,0.72,0.83,0.83,0.02,0.29,0.14,0.0,0.27,34
540,1,0.07,0.34,0.08,0.84,0.32,0.05,0.28,0.53,0.32,0.49,0.09,1.0,0.37,0.53,0.19,0.48,0.54,0.31,0.49,0.42,0.37,0.36,0.36,0.18,0.26,0.29,0.45,0.04,0.19,0.24,0.37,0.31,0.49,0.56,0.3,0.45,0.33,0.45,0.34,0.63,0.4,0.39,0.48,0.58,0.62,0.71,0.62,0.53,0.5,0.03,0.28,0.05,0.46,0.5,0.55,0.6,0.44,0.42,0.42,0.42,0.73,0.2,0.26,0.2,0.36,0.56,0.26,0.36,0.12,0.68,0.0,0.07,0.79,0.29,0.16,0.31,0.0,0.1,0.15,0.44,0.41,0.37,0.45,0.55,0.65,0.57,0.51,0.51,0.64,0.07,0.01,0.4,0.77,0.65,0.72,0.75,0.01,0.89,1.0,0.35,0.37,25
